F201,ECE/EEE/INSTR F242,CONTROL SYSTEMS,28,28,433,11-05-22|14:00|17:00,FULL
F202,ECE/EEE/INSTR F242,CONTROL SYSTEMS,28,28,433,11-05-22|14:00|17:00,FULL
F203,ECE/EEE/INSTR F242,CONTROL SYSTEMS,28,28,433,11-05-22|14:00|17:00,FULL
F204,ECE/EEE/INSTR F242,CONTROL SYSTEMS,28,28,433,11-05-22|14:00|17:00,FULL
F205,ECE/EEE/INSTR F242,CONTROL SYSTEMS,40,40,433,11-05-22|14:00|17:00,FULL
F207,ECE/EEE/INSTR F242,CONTROL SYSTEMS,55,55,433,11-05-22|14:00|17:00,FULL
F208,ECE/EEE/INSTR F242,CONTROL SYSTEMS,60,60,433,11-05-22|14:00|17:00,FULL
G208,ECE/EEE/INSTR F242,CONTROL SYSTEMS,40,23,433,11-05-22|14:00|17:00,FULL
F107,ECE/EEE/INSTR F243,SIGNALS & SYSTEMS,53,53,395,19-05-22|9:00|12:00,FULL
F108,ECE/EEE/INSTR F243,SIGNALS & SYSTEMS,54,54,395,19-05-22|9:00|12:00,FULL
F109,ECE/EEE/INSTR F243,SIGNALS & SYSTEMS,36,36,395,19-05-22|9:00|12:00,FULL
F201,ECE/EEE/INSTR F243,SIGNALS & SYSTEMS,28,28,395,19-05-22|9:00|12:00,FULL
F202,ECE/EEE/INSTR F243,SIGNALS & SYSTEMS,28,28,395,19-05-22|9:00|12:00,FULL
F203,ECE/EEE/INSTR F243,SIGNALS & SYSTEMS,28,28,395,19-05-22|9:00|12:00,FULL
F204,ECE/EEE/INSTR F243,SIGNALS & SYSTEMS,28,28,395,19-05-22|9:00|12:00,FULL
F205,ECE/EEE/INSTR F243,SIGNALS & SYSTEMS,40,40,395,19-05-22|9:00|12:00,FULL
F207,ECE/EEE/INSTR F243,SIGNALS & SYSTEMS,55,55,395,19-05-22|9:00|12:00,FULL
F208,ECE/EEE/INSTR F243,SIGNALS & SYSTEMS,60,45,395,19-05-22|9:00|12:00,FULL
F107,ECE/EEE/INSTR F244,MICROELECTRONIC CIRCUITS,53,53,395,17-05-22|14:00|17:00,FULL
F108,ECE/EEE/INSTR F244,MICROELECTRONIC CIRCUITS,54,54,395,17-05-22|14:00|17:00,FULL
F109,ECE/EEE/INSTR F244,MICROELECTRONIC CIRCUITS,36,36,395,17-05-22|14:00|17:00,FULL
F201,ECE/EEE/INSTR F244,MICROELECTRONIC CIRCUITS,28,28,395,17-05-22|14:00|17:00,FULL
F202,ECE/EEE/INSTR F244,MICROELECTRONIC CIRCUITS,28,28,395,17-05-22|14:00|17:00,FULL
F203,ECE/EEE/INSTR F244,MICROELECTRONIC CIRCUITS,28,28,395,17-05-22|14:00|17:00,FULL
F204,ECE/EEE/INSTR F244,MICROELECTRONIC CIRCUITS,28,28,395,17-05-22|14:00|17:00,FULL
F205,ECE/EEE/INSTR F244,MICROELECTRONIC CIRCUITS,40,40,395,17-05-22|14:00|17:00,FULL
F207,ECE/EEE/INSTR F244,MICROELECTRONIC CIRCUITS,55,55,395,17-05-22|14:00|17:00,FULL
F208,ECE/EEE/INSTR F244,MICROELECTRONIC CIRCUITS,60,45,395,17-05-22|14:00|17:00,FULL
F107,ECE/EEE/INSTR F341,ANALOG ELECTRONICS,53,53,395,12-05-22|14:00|17:00,FULL
F108,ECE/EEE/INSTR F341,ANALOG ELECTRONICS,54,54,395,12-05-22|14:00|17:00,FULL
F109,ECE/EEE/INSTR F341,ANALOG ELECTRONICS,36,36,395,12-05-22|14:00|17:00,FULL
F201,ECE/EEE/INSTR F341,ANALOG ELECTRONICS,28,28,395,12-05-22|14:00|17:00,FULL
F202,ECE/EEE/INSTR F341,ANALOG ELECTRONICS,28,28,395,12-05-22|14:00|17:00,FULL
F203,ECE/EEE/INSTR F341,ANALOG ELECTRONICS,28,28,395,12-05-22|14:00|17:00,FULL
F204,ECE/EEE/INSTR F341,ANALOG ELECTRONICS,28,28,395,12-05-22|14:00|17:00,FULL
F205,ECE/EEE/INSTR F341,ANALOG ELECTRONICS,40,40,395,12-05-22|14:00|17:00,FULL
F207,ECE/EEE/INSTR F341,ANALOG ELECTRONICS,55,55,395,12-05-22|14:00|17:00,FULL
F208,ECE/EEE/INSTR F341,ANALOG ELECTRONICS,60,45,395,12-05-22|14:00|17:00,FULL
